order_id,customer_email,product_name,unit_price,quantity,order_date,channel,country
1443,lydia59@example.net,Laptop Stand,45.0,1,2025-02-16,marketplace,United Kingdom
1444,xcharlton@example.org,Noise Cancelling Headphones,149.99,5,2025-01-01,web,United Kingdom
1445,halldonald@example.org,Wireless Mouse,19.99,3,2025-06-30,mobile_app,United Kingdom
1446,gibsondanielle@example.org,Wireless Mouse,19.99,2,2025-01-25,mobile_app,Belize
1447,clifford37@example.net,Wireless Mouse,19.99,4,2025-06-30,mobile_app,United Kingdom
1448,wkhan@example.org,Phone Charger Cable,9.99,4,2025-01-19,web,United Kingdom
1449,collierbruce@example.org,Bluetooth Speaker,39.99,5,2025-03-24,mobile_app,United Kingdom
1450,jpalmer@example.org,Noise Cancelling Headphones,149.99,1,2025-04-26,web,United Kingdom
1451,tobygriffiths@example.org,Webcam 1080p,59.99,5,2025-03-10,web,United Kingdom
1452,coatesgeorgina@example.net,Wireless Mouse,19.99,3,2025-04-16,web,United Kingdom
1453,paulwatts@example.com,USB-C Hub,34.5,1,2025-06-22,mobile_app,Dominican Republic
1454,hannah29@example.net,USB-C Hub,34.5,3,2025-03-25,marketplace,United Kingdom
1455,wrightlaura@example.org,Noise Cancelling Headphones,149.99,-1,2025-04-02,marketplace,United Kingdom
1456,marianknight@example.net,Phone Charger Cable,9.99,5,2025-06-27,web,United Kingdom
1457,paigeturner@example.org,Bluetooth Speaker,39.99,5,2025-01-14,mobile_app,United Kingdom
1458,richardmarsh@example.net,Mechanical Keyboard,79.99,3,2025-05-11,web,Iran
1459,bencarr@example.com,Desk Lamp,24.99,4,2025-02-04,marketplace,United Kingdom
1460,jessicawalsh@example.org,Desk Lamp,24.99,1,2025-05-30,marketplace,United Kingdom
1461,shirley78@example.net,Laptop Stand,45.0,4,2025-05-22,marketplace,United Kingdom
1462,tommurray@example.com,Noise Cancelling Headphones,149.99,5,2025-05-12,web,United Kingdom
1463,lydiafletcher@example.com,Phone Charger Cable,9.99,1,2025-04-24,web,United Kingdom
1464,herbertbarbara@example.org,USB-C Hub,34.5,3,2025-06-04,mobile_app,United Kingdom
1465,vevans@example.net,Webcam 1080p,59.99,2,2025-06-14,web,United Kingdom
1466,yateskatherine@example.net,Laptop Stand,45.0,2,2025-02-08,web,United Kingdom
1467,stuart18@example.com,Wireless Mouse,19.99,5,2025-02-19,web,United Kingdom
1468,jamesgreen@example.com,Desk Lamp,24.99,1,2025-03-23,marketplace,United Kingdom
1469,cwoodward@example.org,Noise Cancelling Headphones,149.99,4,2025-01-01,marketplace,United Kingdom
1470,johnsoncharlie@example.com,Phone Charger Cable,9.99,3,2025-01-01,web,United Kingdom
1471,shane68@example.org,Mechanical Keyboard,79.99,2,2025-05-02,mobile_app,United Kingdom
1472,connor42@example.net,Wireless Mouse,19.99,2,2025-06-13,marketplace,United Kingdom
1473,brownarthur@example.com,Desk Lamp,24.99,2,2025-04-04,mobile_app,United Kingdom
1474,iforster@example.org,Monitor 27-inch,189.0,2,2025-02-28,marketplace,Samoa
1475,ritamurphy@example.com,Desk Lamp,24.99,2,2025-01-18,mobile_app,United Kingdom
1476,robinsonrhys@example.com,Bluetooth Speaker,39.99,3,2025-04-24,mobile_app,United Kingdom
1477,jackwhite@example.com,Wireless Mouse,19.99,4,2025-03-11,web,United Kingdom
1478,stephenbradley@example.com,USB-C Hub,34.5,1,2025-02-19,mobile_app,United Kingdom
1479,irobson@example.net,Phone Charger Cable,9.99,1,2025-04-27,mobile_app,United Kingdom
1480,shawpaula@example.org,Laptop Stand,45.0,2,2025-04-20,mobile_app,United Kingdom
1481,brenda29@example.net,Noise Cancelling Headphones,149.99,5,2025-01-18,mobile_app,United Kingdom
1482,sharonbarnett@example.org,Bluetooth Speaker,39.99,2,2025-06-24,web,United Kingdom
1483,bernarddavis@example.org,Bluetooth Speaker,39.99,1,2025-06-27,marketplace,United Kingdom
1484,rosiephillips@example.net,Webcam 1080p,59.99,5,2025-05-31,web,United Kingdom
1485,mburton@example.org,Desk Lamp,24.99,4,2025-05-25,web,United Kingdom
1486,smithgary@example.net,Phone Charger Cable,9.99,3,2025-04-21,marketplace,United Kingdom
1487,amandapoole@example.net,Laptop Stand,45.0,5,2025-05-03,marketplace,United Kingdom
1488,wrightmitchell@example.net,Noise Cancelling Headphones,149.99,5,2025-03-03,mobile_app,United Kingdom
1489,david38@example.com,Noise Cancelling Headphones,149.99,4,2025-02-23,marketplace,United Kingdom
1490,geoffreyjohnston@example.net,Desk Lamp,24.99,3,2025-04-22,web,United Kingdom
1491,flee@example.org,Webcam 1080p,59.99,5,2025-04-17,marketplace,United Kingdom
1492,ojordan@example.org,Webcam 1080p,59.99,4,2025-02-02,mobile_app,United Kingdom
1493,murraymaureen@example.org,Webcam 1080p,59.99,3,2025-07-12,web,United Kingdom
1494,gibsonnathan@example.org,Wireless Mouse,19.99,3,2025-03-19,mobile_app,United Kingdom
1495,ugibson@example.org,Monitor 27-inch,189.0,2,2025-04-18,marketplace,United Kingdom
1496,lewisgraeme@example.org,Wireless Mouse,19.99,1,2025-02-16,marketplace,United Kingdom
1497,katystephenson@example.org,Phone Charger Cable,9.99,3,2025-04-13,web,United Kingdom
1498,waltonjulia@example.com,Webcam 1080p,59.99,1,2025-05-15,web,United Kingdom
1499,gillian64@example.net,Phone Charger Cable,9.99,3,2025-07-07,mobile_app,United Kingdom
1500,evanspaul@example.com,Noise Cancelling Headphones,149.99,3,2025-05-30,mobile_app,United Kingdom
1501,simpsoncharlotte@example.net,Mechanical Keyboard,79.99,3,2025-03-20,web,Guinea
1502,hudsonjudith@example.net,Monitor 27-inch,189.0,3,2025-05-11,marketplace,United Kingdom
1503,cbennett@example.com,USB-C Hub,34.5,4,2025-01-22,mobile_app,United Kingdom
1504,robinkaur@example.com,Noise Cancelling Headphones,149.99,1,2025-05-21,marketplace,United Kingdom
1505,wdawson@example.net,Phone Charger Cable,9.99,3,2025-05-25,web,United Kingdom
1506,olivia99@example.org,Mechanical Keyboard,79.99,2,2025-01-23,web,Rwanda
1507,bbaker@example.net,Webcam 1080p,59.99,5,2025-05-30,mobile_app,Lithuania
1508,nmartin@example.org,Desk Lamp,24.99,5,2025-06-13,web,United Kingdom
1509,simmonselizabeth@example.com,Noise Cancelling Headphones,149.99,4,2025-06-05,mobile_app,United Kingdom
1510,wrightgavin@example.net,Laptop Stand,45.0,4,2025-02-05,web,United Kingdom
1511,hardingleslie@example.org,Noise Cancelling Headphones,149.99,5,2025-03-31,marketplace,United Kingdom
1512,lmccarthy@example.com,Wireless Mouse,19.99,2,2025-04-21,mobile_app,United Kingdom
1513,,Desk Lamp,24.99,3,2025-01-14,marketplace,United Kingdom
1514,sarahrichards@example.org,Mechanical Keyboard,79.99,4,2025-02-18,web,United Kingdom
1515,doliver@example.com,Noise Cancelling Headphones,149.99,4,2025-04-09,mobile_app,United Kingdom
1516,ashley24@example.org,USB-C Hub,34.5,1,2025-04-09,mobile_app,United Kingdom
1517,waynegoodwin@example.com,Desk Lamp,24.99,3,2025-01-13,web,Christmas Island
1518,bellcharlie@example.com,Bluetooth Speaker,39.99,4,2025-01-27,mobile_app,United Kingdom
1519,frankparker@example.com,Wireless Mouse,19.99,2,2025-03-30,web,Fiji
1520,charlie90@example.org,Phone Charger Cable,9.99,3,2025-02-07,web,United Kingdom
1521,mweston@example.com,Bluetooth Speaker,39.99,3,2025-05-20,mobile_app,Malta
1522,kwilliams@example.net,Laptop Stand,45.0,3,2025-05-05,mobile_app,United Kingdom
1523,natasha09@example.net,Bluetooth Speaker,39.99,1,2025-05-20,web,United Kingdom
1524,,Monitor 27-inch,189.0,5,2025-01-10,marketplace,United Kingdom
1525,hallhannah@example.net,Desk Lamp,24.99,1,2025-06-25,mobile_app,United Kingdom
1526,heatherwest@example.org,USB-C Hub,34.5,3,2025-05-14,web,United Kingdom
1527,frances25@example.org,Monitor 27-inch,189.0,1,2025-03-13,web,United Kingdom
1528,donald33@example.net,USB-C Hub,34.5,1,2025-01-26,web,United Kingdom
1529,zoe19@example.org,USB-C Hub,34.5,1,2025-06-28,marketplace,Kenya
1530,wallacesharon@example.org,Desk Lamp,24.99,5,2025-05-10,mobile_app,United Kingdom
1531,palmerjean@example.com,Desk Lamp,24.99,4,2025-04-16,web,United Kingdom
1532,,Laptop Stand,45.0,1,2025-04-05,marketplace,United Kingdom
1533,kcooper@example.org,Noise Cancelling Headphones,149.99,3,2025-03-21,mobile_app,United Kingdom
1534,annegrant@example.net,Desk Lamp,24.99,2,2025-03-03,web,United Kingdom
1535,markreynolds@example.org,Mechanical Keyboard,79.99,1,2025-05-24,mobile_app,United Kingdom
1536,kcox@example.com,USB-C Hub,34.5,5,2025-04-25,marketplace,United Kingdom
1537,xbegum@example.net,Phone Charger Cable,9.99,4,2025-01-15,marketplace,Tanzania
1538,ahmedchristine@example.com,Desk Lamp,24.99,4,2025-02-01,marketplace,United Kingdom
1539,,Noise Cancelling Headphones,149.99,4,2025-04-29,web,United Kingdom
1540,milesrussell@example.net,USB-C Hub,34.5,1,2025-01-22,marketplace,United Kingdom
1541,watsonholly@example.com,USB-C Hub,34.5,5,2025-07-18,marketplace,United Kingdom
1542,manningtracey@example.com,Phone Charger Cable,9.99,5,2025-04-17,web,United Kingdom
1543,qjackson@example.org,Noise Cancelling Headphones,149.99,5,2025-07-12,web,United Kingdom
1544,rachelconnolly@example.org,Noise Cancelling Headphones,149.99,3,2025-04-19,web,United Kingdom
1545,forsterleonard@example.net,Wireless Mouse,19.99,4,2025-06-09,marketplace,United Kingdom
1546,billy76@example.net,Wireless Mouse,19.99,4,2025-03-16,web,United Kingdom
1547,wcarter@example.com,Noise Cancelling Headphones,149.99,-1,2025-04-16,web,United Kingdom
1548,gsmith@example.com,Laptop Stand,45.0,2,2025-04-25,marketplace,United Kingdom
1549,jill30@example.com,Monitor 27-inch,189.0,4,2025-02-08,web,French Guiana
1550,williamclarke@example.net,Noise Cancelling Headphones,149.99,-1,2025-02-28,mobile_app,United Kingdom
1551,hayley28@example.com,Desk Lamp,24.99,2,2025-01-01,mobile_app,United Kingdom
1552,vturner@example.net,Wireless Mouse,19.99,1,2025-05-18,web,United Kingdom
1553,rharris@example.net,Phone Charger Cable,9.99,5,2025-04-05,marketplace,United Kingdom
1554,jenna78@example.net,Monitor 27-inch,189.0,2,2025-04-03,web,United Kingdom
1555,hortonconnor@example.net,Laptop Stand,45.0,5,2025-06-16,mobile_app,United Kingdom
1556,oharris@example.net,Desk Lamp,24.99,4,2025-06-02,web,United Kingdom
1557,hazel96@example.org,Monitor 27-inch,189.0,2,2025-02-01,marketplace,United Kingdom
1558,jeffrey70@example.org,Mechanical Keyboard,79.99,1,2025-02-20,marketplace,United Kingdom
1559,holtlindsey@example.org,Webcam 1080p,59.99,5,2025-04-30,marketplace,Bulgaria
1560,joycedenise@example.org,Bluetooth Speaker,39.99,5,2025-02-27,marketplace,United Kingdom
1561,rlowe@example.org,Monitor 27-inch,189.0,3,2025-04-29,mobile_app,United Kingdom
1562,billy23@example.com,Mechanical Keyboard,79.99,4,2025-01-21,web,United Kingdom
1563,nashnathan@example.org,Mechanical Keyboard,79.99,2,2025-04-20,web,United Kingdom
1564,kieranmiah@example.com,Phone Charger Cable,9.99,3,2025-05-26,web,United Kingdom
1565,,Phone Charger Cable,9.99,5,2025-01-03,marketplace,United Kingdom
1566,junecarr@example.net,Noise Cancelling Headphones,149.99,3,2025-06-01,mobile_app,United Kingdom
1567,collinsdeclan@example.net,Laptop Stand,45.0,2,2025-01-08,marketplace,United Kingdom
1568,ojones@example.net,Mechanical Keyboard,79.99,5,2025-03-12,marketplace,Guinea
1569,gregorypalmer@example.org,Bluetooth Speaker,39.99,1,2025-04-08,web,United Kingdom
1570,cookkaty@example.org,Noise Cancelling Headphones,149.99,2,2025-02-16,marketplace,United Kingdom
1571,aaron71@example.org,Laptop Stand,45.0,3,2025-05-27,mobile_app,United Kingdom
1572,djoyce@example.com,Noise Cancelling Headphones,149.99,4,2025-04-04,marketplace,United Kingdom
1573,holliehussain@example.com,Noise Cancelling Headphones,149.99,4,2025-07-16,web,United Kingdom
1574,mkelly@example.com,Webcam 1080p,59.99,3,2025-04-17,web,United Kingdom
1575,,Noise Cancelling Headphones,149.99,3,2025-05-06,web,United Kingdom
1576,perrybilly@example.net,Bluetooth Speaker,39.99,2,2025-07-14,marketplace,United Kingdom
1577,francis92@example.net,USB-C Hub,34.5,5,2025-06-03,marketplace,United Kingdom
1578,rsimpson@example.org,Monitor 27-inch,189.0,4,2025-07-15,marketplace,United Kingdom
1579,irene52@example.com,Phone Charger Cable,9.99,3,2025-05-06,mobile_app,United Kingdom
1580,thompsonrachael@example.org,Phone Charger Cable,9.99,2,2025-06-11,web,United Kingdom
1581,,Mechanical Keyboard,79.99,4,2025-05-31,mobile_app,United Kingdom
1582,hugheskevin@example.net,Webcam 1080p,59.99,2,2025-01-20,web,United Kingdom
1583,butcherteresa@example.net,Phone Charger Cable,9.99,5,2025-03-04,mobile_app,United Kingdom
1584,scott09@example.com,Desk Lamp,24.99,4,2025-05-19,mobile_app,United Kingdom
1585,dorothybell@example.net,Desk Lamp,24.99,4,2025-07-05,web,United Kingdom
1586,jamesstanley@example.org,Desk Lamp,24.99,3,2025-03-18,mobile_app,United Kingdom
1587,lawrencecarpenter@example.com,Bluetooth Speaker,39.99,1,2025-03-04,web,United Kingdom
1588,jcoates@example.com,Monitor 27-inch,189.0,5,2025-05-07,mobile_app,United Kingdom
1589,amyhiggins@example.net,Mechanical Keyboard,79.99,2,2025-06-22,web,United Kingdom
1590,igray@example.com,Phone Charger Cable,9.99,1,2025-04-19,marketplace,Portugal
1591,ubailey@example.org,Desk Lamp,24.99,2,2025-05-01,web,United Kingdom
1592,alikatie@example.net,Bluetooth Speaker,39.99,1,2025-01-29,mobile_app,United Kingdom
1593,chambersleanne@example.com,Monitor 27-inch,189.0,4,2025-01-01,marketplace,United Kingdom
1594,fthorpe@example.org,Noise Cancelling Headphones,149.99,4,2025-07-17,mobile_app,Romania
1595,hollyashton@example.org,Mechanical Keyboard,79.99,3,2025-05-14,marketplace,United Kingdom
1596,stewart50@example.org,Bluetooth Speaker,39.99,1,2025-02-08,web,United Kingdom
1597,qgough@example.net,Webcam 1080p,59.99,-1,2025-05-17,mobile_app,United Kingdom
1598,steelecharlie@example.net,Desk Lamp,24.99,2,2025-05-29,marketplace,United Kingdom
1599,nicholsonliam@example.net,Wireless Mouse,19.99,3,2025-07-05,marketplace,United Kingdom
1600,tcox@example.org,Bluetooth Speaker,39.99,4,2025-05-19,web,United Kingdom
1601,sian39@example.org,Mechanical Keyboard,79.99,1,2025-02-28,web,United Kingdom
1602,xthomson@example.org,Phone Charger Cable,9.99,1,2025-01-19,web,United Kingdom
1603,fgreen@example.net,Noise Cancelling Headphones,149.99,3,2025-01-12,mobile_app,United Kingdom
1604,gregorydylan@example.net,Laptop Stand,45.0,3,2025-03-06,mobile_app,United Kingdom
1605,smithalan@example.com,Wireless Mouse,19.99,4,2025-01-04,marketplace,United Kingdom
1606,zoe59@example.com,Desk Lamp,24.99,3,2025-03-13,web,United Kingdom
1607,elizabethchapman@example.net,Monitor 27-inch,189.0,1,2025-05-20,mobile_app,United Kingdom
1608,johnstontrevor@example.net,Wireless Mouse,19.99,5,2025-06-25,marketplace,Afghanistan
1609,cookjodie@example.net,Noise Cancelling Headphones,149.99,5,2025-04-01,marketplace,United Kingdom
1610,imitchell@example.org,Wireless Mouse,19.99,1,2025-04-14,web,United Kingdom
1611,wrightjade@example.com,Noise Cancelling Headphones,149.99,4,2025-01-14,web,United Kingdom
1612,lynda77@example.org,Desk Lamp,24.99,2,2025-03-29,mobile_app,United Kingdom
1613,uweston@example.com,Monitor 27-inch,189.0,3,2025-02-04,web,North Macedonia
1614,stephaniefoster@example.org,Monitor 27-inch,189.0,5,2025-01-19,mobile_app,United Kingdom
1615,sanderssamantha@example.net,Monitor 27-inch,189.0,1,2025-05-24,marketplace,United Kingdom
1616,,Wireless Mouse,19.99,4,2025-07-12,marketplace,United Kingdom
1617,colinparker@example.com,Laptop Stand,45.0,5,2025-06-14,mobile_app,United Kingdom
1618,alisam@example.net,Wireless Mouse,19.99,3,2025-06-07,marketplace,United Kingdom
1619,markburgess@example.net,Noise Cancelling Headphones,149.99,1,2025-04-26,web,United Kingdom
1620,owilliams@example.net,Mechanical Keyboard,79.99,-1,2025-02-01,web,United Kingdom
1621,pamela51@example.org,Desk Lamp,24.99,1,2025-07-03,mobile_app,United Kingdom
1622,hayleyhussain@example.com,Desk Lamp,24.99,3,2025-04-03,marketplace,United Kingdom
1623,knightpatrick@example.com,Monitor 27-inch,189.0,1,2025-06-24,web,United Kingdom
1624,akhtarjill@example.org,Noise Cancelling Headphones,149.99,3,2025-02-24,mobile_app,United Kingdom
1625,leahwillis@example.com,Laptop Stand,45.0,4,2025-06-13,marketplace,United Kingdom
1626,luke86@example.org,Wireless Mouse,19.99,1,2025-02-26,mobile_app,United Kingdom
1627,,Webcam 1080p,59.99,4,2025-01-08,marketplace,United Kingdom
1628,spencerteresa@example.com,Monitor 27-inch,189.0,3,2025-04-24,marketplace,United Kingdom
1629,jjones@example.org,Desk Lamp,24.99,5,2025-01-07,marketplace,United Kingdom
1630,owilliams@example.com,Monitor 27-inch,189.0,3,2025-01-04,web,United Kingdom
1631,frances02@example.net,Webcam 1080p,59.99,3,2025-07-17,marketplace,United Kingdom
1632,sandra86@example.org,Mechanical Keyboard,79.99,2,2025-01-27,marketplace,Bahamas
1633,,Wireless Mouse,19.99,3,2025-06-23,marketplace,United Kingdom
1634,rosiesmith@example.com,Desk Lamp,24.99,1,2025-03-30,marketplace,United Kingdom
1635,patellydia@example.net,Wireless Mouse,19.99,4,2025-05-22,web,United Kingdom
1636,bryanlamb@example.org,Desk Lamp,24.99,3,2025-01-14,marketplace,United Kingdom
1637,robinsonlee@example.com,Phone Charger Cable,9.99,2,2025-02-01,mobile_app,United Kingdom
1638,ameliarichardson@example.net,USB-C Hub,34.5,2,2025-04-11,web,Poland
1639,hyoung@example.org,Desk Lamp,24.99,2,2025-01-23,mobile_app,United Kingdom
1640,bakerkarl@example.org,Monitor 27-inch,189.0,1,2025-04-02,web,Saint Helena
1641,jonathan82@example.com,Phone Charger Cable,9.99,2,2025-07-03,mobile_app,United Kingdom
1642,jonessamantha@example.org,Mechanical Keyboard,79.99,5,2025-03-24,web,United Kingdom
1643,trobinson@example.com,Mechanical Keyboard,79.99,2,2025-03-06,web,United Kingdom
1644,aheath@example.com,Noise Cancelling Headphones,149.99,4,2025-04-18,mobile_app,United Kingdom
1645,fevans@example.net,Webcam 1080p,59.99,5,2025-07-08,web,United Kingdom
1646,ystephenson@example.org,USB-C Hub,34.5,2,2025-04-27,mobile_app,United Kingdom
1647,donna81@example.net,Laptop Stand,45.0,4,2025-02-15,marketplace,United Kingdom
1648,williamsdenise@example.org,Monitor 27-inch,189.0,3,2025-07-07,web,United Kingdom
1649,jeffreyking@example.net,Wireless Mouse,19.99,2,2025-04-11,mobile_app,United Kingdom
1650,geoffreyjones@example.org,Laptop Stand,45.0,1,2025-02-01,mobile_app,United Kingdom
1651,tonynelson@example.com,Mechanical Keyboard,79.99,3,2025-07-02,marketplace,United Kingdom
1652,hillsheila@example.net,Laptop Stand,45.0,4,2025-07-15,mobile_app,Greece
1653,padams@example.net,USB-C Hub,34.5,4,2025-04-16,marketplace,United Kingdom
1654,garryjones@example.net,Monitor 27-inch,189.0,5,2025-05-13,marketplace,United Kingdom
1655,billy18@example.com,Webcam 1080p,59.99,5,2025-07-07,web,United Kingdom
1656,msaunders@example.com,Wireless Mouse,19.99,3,2025-02-18,mobile_app,United Kingdom
1657,nmahmood@example.com,Laptop Stand,45.0,1,2025-02-08,marketplace,United Kingdom
1658,morrisbenjamin@example.org,Laptop Stand,45.0,1,2025-04-18,mobile_app,United Kingdom
1659,norman00@example.com,Bluetooth Speaker,39.99,5,2025-07-11,marketplace,United Kingdom
1660,mitchell55@example.org,Wireless Mouse,19.99,4,2025-04-07,web,United Kingdom
1661,hallkyle@example.com,Noise Cancelling Headphones,149.99,1,2025-05-24,web,United Kingdom
1662,pearcemitchell@example.org,USB-C Hub,34.5,2,2025-01-06,marketplace,United Kingdom
1663,bernard78@example.org,USB-C Hub,34.5,3,2025-06-02,web,United Kingdom
1664,katybailey@example.net,Desk Lamp,24.99,3,2025-03-03,web,United Kingdom
1665,mohammedhowells@example.com,Bluetooth Speaker,39.99,5,2025-05-15,web,United Kingdom
1666,sandrascott@example.com,Phone Charger Cable,9.99,4,2025-07-07,mobile_app,Antarctica (the territory South of 60 deg S)
1667,ymellor@example.com,USB-C Hub,34.5,3,2025-02-18,web,Albania
1668,halltony@example.org,Bluetooth Speaker,39.99,3,2025-02-08,marketplace,United Kingdom
1669,mwatson@example.org,Bluetooth Speaker,39.99,5,2025-01-03,web,United Kingdom
1670,carrlauren@example.com,Mechanical Keyboard,79.99,5,2025-03-27,mobile_app,United Kingdom
1671,lewiszoe@example.net,Desk Lamp,24.99,5,2025-04-03,marketplace,Libyan Arab Jamahiriya
1672,iholmes@example.com,Desk Lamp,24.99,2,2025-06-10,marketplace,United Kingdom
1673,stephensonlindsey@example.com,Wireless Mouse,19.99,5,2025-05-27,web,United Kingdom
1674,,Mechanical Keyboard,79.99,4,2025-01-26,marketplace,United Kingdom
1675,marsdenjordan@example.net,Desk Lamp,24.99,-1,2025-02-27,mobile_app,United Arab Emirates
1676,campbellnathan@example.org,Bluetooth Speaker,39.99,4,2025-01-25,mobile_app,Montserrat
1677,aliceclark@example.com,Desk Lamp,24.99,1,2025-01-26,mobile_app,Cyprus
1678,ghill@example.org,Noise Cancelling Headphones,149.99,3,2025-02-14,mobile_app,United Kingdom
1679,williamscharlotte@example.com,Noise Cancelling Headphones,149.99,1,2025-01-24,mobile_app,United Kingdom
1680,therbert@example.com,Noise Cancelling Headphones,149.99,5,2025-06-22,marketplace,United Kingdom
1681,naustin@example.org,Desk Lamp,24.99,4,2025-05-10,web,United Kingdom
1682,yreynolds@example.org,USB-C Hub,34.5,4,2025-04-01,marketplace,United Kingdom
1683,qwood@example.net,Bluetooth Speaker,39.99,3,2025-05-10,web,United Kingdom
1684,natalie11@example.org,Phone Charger Cable,9.99,2,2025-03-20,marketplace,United Kingdom
1685,elizabetharnold@example.com,Laptop Stand,45.0,2,2025-06-25,mobile_app,United Kingdom
1686,matthewssteven@example.net,Mechanical Keyboard,79.99,4,2025-03-29,mobile_app,United Kingdom
1687,thomsonshaun@example.net,USB-C Hub,34.5,5,2025-03-10,web,Turks and Caicos Islands
1688,greenwoodkenneth@example.org,Monitor 27-inch,189.0,4,2025-03-09,mobile_app,United Kingdom
1689,cheryl70@example.org,USB-C Hub,34.5,1,2025-03-10,web,United Kingdom
1690,tstephens@example.org,Mechanical Keyboard,79.99,1,2025-03-21,mobile_app,United Kingdom
1691,bclarke@example.net,Monitor 27-inch,189.0,4,2025-03-17,mobile_app,United Kingdom
1692,saundersallan@example.org,Mechanical Keyboard,79.99,4,2025-01-04,marketplace,United Kingdom
1693,maydonald@example.net,Bluetooth Speaker,39.99,3,2025-01-05,marketplace,United Kingdom
1694,zsutton@example.net,Phone Charger Cable,9.99,1,2025-01-13,web,United Kingdom
1695,anne33@example.net,Bluetooth Speaker,39.99,5,2025-03-28,mobile_app,Gabon
1696,graeme31@example.com,Wireless Mouse,19.99,1,2025-01-31,marketplace,United Kingdom
1697,thomaspeter@example.com,Monitor 27-inch,189.0,4,2025-04-15,marketplace,United Kingdom
1698,rhyshall@example.org,Phone Charger Cable,9.99,2,2025-01-22,mobile_app,United Kingdom
1699,brandon59@example.com,Monitor 27-inch,189.0,2,2025-01-20,marketplace,United Kingdom
1700,jake68@example.com,Phone Charger Cable,9.99,5,2025-02-16,marketplace,United Kingdom
1701,morriskimberley@example.org,Desk Lamp,24.99,1,2025-04-20,marketplace,United Kingdom
1702,clarewilkins@example.org,Phone Charger Cable,9.99,4,2025-06-24,marketplace,United Kingdom
1703,ybarrett@example.org,Monitor 27-inch,189.0,4,2025-04-08,mobile_app,United Kingdom
1704,lordsimon@example.com,Phone Charger Cable,9.99,3,2025-06-05,mobile_app,United Kingdom
1705,njames@example.net,Bluetooth Speaker,39.99,5,2025-02-01,marketplace,United Kingdom
1706,sampowell@example.org,Bluetooth Speaker,39.99,3,2025-02-05,web,United Kingdom
1707,kpreston@example.net,Webcam 1080p,59.99,2,2025-03-21,mobile_app,Ethiopia
1708,daviessuzanne@example.net,Phone Charger Cable,9.99,4,2025-07-12,web,United Kingdom
1709,morrisanthony@example.com,Phone Charger Cable,9.99,4,2025-04-03,web,United Kingdom
1710,mbond@example.org,Mechanical Keyboard,79.99,1,2025-03-10,marketplace,Venezuela
1711,kathleenadams@example.net,Bluetooth Speaker,39.99,2,2025-02-27,web,United Kingdom
1712,ycooper@example.net,Monitor 27-inch,189.0,2,2025-04-06,web,United Kingdom
1713,adamknowles@example.org,USB-C Hub,34.5,3,2025-01-03,web,United Kingdom
1714,morganclive@example.net,Desk Lamp,24.99,4,2025-04-04,web,United Kingdom
1715,ltaylor@example.org,Wireless Mouse,19.99,5,2025-02-28,marketplace,United Kingdom
1716,staceymorris@example.net,Mechanical Keyboard,79.99,4,2025-06-15,marketplace,United Kingdom
1717,katepatel@example.com,Noise Cancelling Headphones,149.99,5,2025-06-04,mobile_app,United Kingdom
1718,jill77@example.org,Mechanical Keyboard,79.99,4,2025-04-12,marketplace,United Kingdom
1719,hartlinda@example.net,USB-C Hub,34.5,3,2025-06-14,web,United Kingdom
1720,vfrench@example.net,Webcam 1080p,59.99,1,2025-06-05,mobile_app,United Kingdom
1721,jillpowell@example.org,Mechanical Keyboard,79.99,5,2025-02-27,mobile_app,United Kingdom
1722,knicholls@example.net,Laptop Stand,45.0,2,2025-04-22,web,United Kingdom
1723,ssmith@example.org,Webcam 1080p,59.99,5,2025-06-10,web,United Kingdom
1724,hholland@example.org,Desk Lamp,24.99,5,2025-05-13,web,United Kingdom
1725,billy17@example.org,Webcam 1080p,59.99,2,2025-04-18,marketplace,United Kingdom
1726,abailey@example.com,Noise Cancelling Headphones,149.99,5,2025-05-08,mobile_app,United Kingdom
1727,ronald36@example.net,Bluetooth Speaker,39.99,4,2025-01-21,mobile_app,United Kingdom
1728,jeremymartin@example.com,Wireless Mouse,19.99,-1,2025-04-13,marketplace,Hong Kong
1729,patelheather@example.com,Laptop Stand,45.0,1,2025-05-08,mobile_app,United Kingdom
1730,matthewsdavid@example.org,Mechanical Keyboard,79.99,5,2025-06-07,mobile_app,United Kingdom
1731,trevor06@example.com,Noise Cancelling Headphones,149.99,2,2025-04-21,mobile_app,United Kingdom
1732,ricky78@example.org,Mechanical Keyboard,79.99,2,2025-05-25,marketplace,United Kingdom
1733,thorpejemma@example.org,Bluetooth Speaker,39.99,1,2025-05-23,web,United Kingdom
1734,griffithsjoshua@example.org,USB-C Hub,34.5,1,2025-04-28,marketplace,United Kingdom
1735,rroberts@example.org,Webcam 1080p,59.99,3,2025-03-24,web,United Kingdom
1736,vanessachambers@example.org,Bluetooth Speaker,39.99,5,2025-01-30,mobile_app,United Kingdom
1737,hbentley@example.com,Monitor 27-inch,189.0,4,2025-07-02,mobile_app,United Kingdom
1738,jarvisronald@example.net,Monitor 27-inch,189.0,5,2025-06-17,mobile_app,United Kingdom
1739,gailfoster@example.com,Mechanical Keyboard,79.99,3,2025-07-08,mobile_app,United Kingdom
1740,awarren@example.net,Mechanical Keyboard,79.99,1,2025-05-20,mobile_app,United Kingdom
1741,jblake@example.com,Wireless Mouse,19.99,3,2025-03-04,web,United Kingdom
